name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,location
9301 Johnny Morris Road Austin,03/03/2020,73.9,62.8,68.6,73.9,62.8,68.6,63.4,84.1,0.0,0,0.0,,0,0,23.5,15.3,51.8,1008.4,60.2,6.4,62.6,5.6,2,,2020-03-03T06:53:42,2020-03-03T18:31:16,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/04/2020,67.4,53.8,61.8,67.4,53.8,61.8,57.5,86.1,0.88,100,37.5,rain,0,0,35.9,23.0,18.1,1010.1,91.1,7.2,60.4,5.3,3,,2020-03-04T06:52:35,2020-03-04T18:31:57,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/05/2020,73.2,48.2,59.3,73.2,45.1,58.7,42.9,59.6,0.0,0,0.0,,0,0,30.2,13.4,346.5,1023.7,13.1,9.9,235.9,20.4,8,,2020-03-05T06:51:26,2020-03-05T18:32:38,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/06/2020,69.1,50.5,58.1,69.1,50.5,58.1,33.3,42.5,0.0,0,0.0,,0,0,25.5,15.4,25.6,1031.1,10.8,9.9,240.3,20.6,8,,2020-03-06T06:50:17,2020-03-06T18:33:19,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/07/2020,62.6,45.4,52.0,62.6,45.4,51.9,39.7,63.2,0.006,100,4.17,rain,0,0,22.4,13.2,114.2,1028.5,39.0,9.8,73.9,6.5,4,,2020-03-07T06:49:07,2020-03-07T18:33:59,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/08/2020,73.1,46.9,60.3,73.1,46.9,60.2,51.2,74.2,0.0,0,0.0,,0,0,27.7,15.5,156.1,1023.8,71.1,9.0,136.2,11.2,5,,2020-03-08T07:47:57,2020-03-08T19:34:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/09/2020,66.9,63.7,65.2,66.9,63.7,65.2,62.3,90.5,0.131,100,41.67,rain,0,0,26.6,14.3,183.9,1021.5,79.1,6.6,29.4,2.4,1,,2020-03-09T07:46:47,2020-03-09T19:35:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/10/2020,79.4,58.2,68.0,79.4,58.2,68.0,62.1,83.1,0.006,100,4.17,rain,0,0,18.8,9.2,186.5,1023.1,62.5,6.8,149.8,13.0,6,,2020-03-10T07:45:36,2020-03-10T19:35:59,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/11/2020,81.8,63.7,71.9,83.3,63.7,72.0,63.4,76.5,0.0,0,0.0,,0,0,21.6,14.0,195.2,1017.4,49.3,7.5,176.9,15.4,7,,2020-03-11T07:44:25,2020-03-11T19:36:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/12/2020,84.1,67.0,73.7,85.4,67.0,74.1,63.3,71.5,0.0,0,0.0,,0,0,22.8,13.6,184.3,1011.8,49.0,9.1,200.3,17.2,7,,2020-03-12T07:43:13,2020-03-12T19:37:18,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/13/2020,81.5,67.6,73.1,82.7,67.6,73.3,64.0,74.3,0.0,0,0.0,,0,0,25.3,14.6,153.4,1013.8,78.8,9.2,142.7,12.3,6,,2020-03-13T07:42:02,2020-03-13T19:37:57,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5346,KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/14/2020,82.9,70.4,75.0,84.7,70.4,75.4,65.4,73.2,0.0,0,0.0,,0,0,26.6,14.6,155.7,1017.7,76.2,8.7,137.3,11.8,6,,2020-03-14T07:40:49,2020-03-14T19:38:35,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/15/2020,68.3,58.3,61.4,68.3,58.3,61.4,58.3,90.0,0.044,100,20.83,rain,0,0,18.3,11.4,18.7,1023.1,95.3,5.8,43.1,3.8,2,,2020-03-15T07:39:37,2020-03-15T19:39:14,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/16/2020,72.6,57.9,65.1,72.6,57.9,65.1,61.2,87.5,0.0,0,0.0,,0,0,21.9,12.9,76.2,1020.8,93.3,6.9,89.7,7.8,4,,2020-03-16T07:38:24,2020-03-16T19:39:52,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/17/2020,80.6,67.0,71.7,82.6,67.0,71.8,66.3,84.1,0.085,100,12.5,rain,0,0,35.6,11.1,147.6,1017.4,76.5,7.8,106.2,9.3,4,,2020-03-17T07:37:12,2020-03-17T19:40:30,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/18/2020,81.6,69.0,74.0,84.1,69.0,74.4,66.5,78.6,0.0,0,0.0,,0,0,25.1,15.9,165.2,1014.7,72.0,9.0,122.4,10.3,4,,2020-03-18T07:35:59,2020-03-18T19:41:08,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/19/2020,80.9,68.8,74.4,83.6,68.8,74.8,67.0,78.1,0.013,100,4.17,rain,0,0,29.5,12.8,164.8,1013.3,64.6,8.4,91.9,7.9,4,,2020-03-19T07:34:46,2020-03-19T19:41:46,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,C6155,72064800230,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/20/2020,72.3,52.6,60.1,72.3,52.6,60.1,56.7,88.3,0.641,100,66.67,rain,0,0,37.8,17.5,11.3,1022.7,83.2,7.6,51.0,4.5,2,,2020-03-20T07:33:32,2020-03-20T19:42:24,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/21/2020,54.0,47.5,50.8,54.0,42.1,48.8,46.1,84.3,0.889,100,37.5,rain,0,0,26.6,13.4,14.0,1026.2,94.3,7.4,62.4,5.3,4,,2020-03-21T07:32:19,2020-03-21T19:43:02,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/22/2020,66.5,53.8,59.8,66.5,53.8,59.8,58.3,95.0,0.022,100,20.83,rain,0,0,9.2,6.1,40.1,1019.7,99.6,3.1,54.7,4.7,2,,2020-03-22T07:31:06,2020-03-22T19:43:39,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"E5346,KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/23/2020,82.2,64.9,71.3,84.9,64.9,71.6,65.9,84.5,0.017,100,12.5,rain,0,0,23.9,12.8,175.3,1015.9,86.9,5.0,144.5,12.6,6,,2020-03-23T07:29:52,2020-03-23T19:44:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/24/2020,89.0,66.3,74.9,86.3,66.3,74.5,58.6,64.0,0.0,0,0.0,,0,0,22.8,9.4,237.6,1012.2,44.9,8.4,232.9,20.2,8,,2020-03-24T07:28:39,2020-03-24T19:44:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/25/2020,88.5,55.7,71.4,89.1,55.7,71.8,59.3,67.9,0.0,0,0.0,,0,0,21.7,9.1,174.8,1012.0,18.8,8.5,230.2,19.9,8,,2020-03-25T07:27:25,2020-03-25T19:45:31,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/26/2020,86.6,66.9,75.1,88.9,66.9,75.8,66.3,76.2,0.0,0,0.0,,0,0,26.6,12.2,177.1,1009.6,51.6,7.1,203.4,17.5,8,,2020-03-26T07:26:12,2020-03-26T19:46:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/27/2020,87.5,67.9,76.3,90.0,67.9,77.3,66.9,74.8,0.0,0,0.0,,0,0,28.1,13.9,175.1,1006.9,56.7,8.4,175.7,15.3,7,,2020-03-27T07:24:59,2020-03-27T19:46:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/28/2020,77.9,58.1,71.1,77.9,58.1,71.1,55.1,63.2,0.08,100,25.0,rain,0,0,29.8,13.9,265.2,1010.2,57.2,8.0,129.0,11.1,6,,2020-03-28T07:23:46,2020-03-28T19:47:22,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/29/2020,76.8,49.9,64.6,76.8,49.9,64.6,43.3,50.3,0.0,0,0.0,,0,0,19.7,12.5,59.0,1018.8,35.7,9.7,199.0,17.2,7,,2020-03-29T07:22:33,2020-03-29T19:47:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/30/2020,69.2,63.6,66.5,69.2,63.6,66.5,60.5,82.2,0.377,100,41.67,rain,0,0,22.1,9.7,93.1,1014.3,90.1,5.8,15.5,1.2,1,,2020-03-30T07:21:20,2020-03-30T19:48:36,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
9301 Johnny Morris Road Austin,03/31/2020,71.0,56.5,64.1,71.0,56.5,64.1,56.2,77.6,0.006,100,4.17,rain,0,0,28.1,16.8,14.6,1015.7,51.3,7.9,242.3,20.9,9,,2020-03-31T07:20:07,2020-03-31T19:49:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958",BALCONES RECYCLING
"3200 Jones Rd, Austin, TX 78745",01/01/2020,56.7,50.5,53.8,56.7,50.5,53.8,36.2,52.5,0.0,0,0.0,,0,0,17.2,8.8,187.5,1014.8,96.2,9.7,30.7,2.5,2,,2020-01-01T07:27:42,2020-01-01T17:41:47,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/02/2020,60.4,46.8,54.3,60.4,46.8,54.3,49.9,85.3,0.008,100,8.33,rain,0,0,16.6,6.9,161.0,1004.6,57.1,8.3,29.8,2.7,1,,2020-01-02T07:27:56,2020-01-02T17:42:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/03/2020,64.6,47.2,55.0,64.6,47.0,54.7,40.6,61.0,0.0,0,0.0,,0,0,27.7,13.8,314.0,1014.5,18.7,9.9,143.0,12.2,6,,2020-01-03T07:28:08,2020-01-03T17:43:14,0.27,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/04/2020,71.4,39.7,54.1,71.4,35.4,52.9,31.1,44.2,0.0,0,0.0,,0,0,18.3,7.9,297.3,1026.8,0.0,9.9,152.8,13.2,6,,2020-01-04T07:28:19,2020-01-04T17:43:59,0.31,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/05/2020,74.5,43.7,58.0,74.5,41.9,57.8,33.5,42.1,0.0,0,0.0,,0,0,25.3,12.7,224.5,1025.1,0.1,9.9,153.5,13.3,6,,2020-01-05T07:28:28,2020-01-05T17:44:44,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/06/2020,74.8,42.2,58.0,74.8,40.9,57.9,41.5,57.2,0.0,0,0.0,,0,0,26.4,15.0,260.6,1020.8,9.4,9.9,146.4,12.7,6,,2020-01-06T07:28:36,2020-01-06T17:45:30,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/07/2020,67.3,40.0,53.2,67.3,40.0,52.6,22.7,33.9,0.0,0,0.0,,0,0,25.3,13.3,3.3,1029.0,4.1,9.9,157.9,13.7,6,,2020-01-07T07:28:41,2020-01-07T17:46:17,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/08/2020,70.2,33.7,52.6,70.2,33.7,52.6,35.5,53.8,0.0,0,0.0,,0,0,27.0,16.4,163.9,1024.4,25.6,9.9,150.1,13.2,6,,2020-01-08T07:28:45,2020-01-08T17:47:05,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/09/2020,77.2,62.8,68.7,77.2,62.8,68.7,59.8,74.1,0.0,0,0.0,,0,0,31.2,19.0,171.1,1014.7,87.9,9.6,46.0,3.9,3,,2020-01-09T07:28:48,2020-01-09T17:47:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/10/2020,77.4,59.7,70.8,77.4,59.7,70.8,62.5,75.5,0.258,100,16.67,rain,0,0,36.3,26.0,169.9,1008.0,83.5,9.5,41.2,3.6,2,,2020-01-10T07:28:49,2020-01-10T17:48:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/11/2020,58.7,41.3,51.3,58.7,38.8,49.6,39.0,64.1,0.2,100,12.5,rain,0,0,31.1,17.6,320.9,1018.8,40.8,9.9,154.2,13.3,6,,2020-01-11T07:28:48,2020-01-11T17:49:31,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72054200166,72254413958,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/12/2020,61.6,33.7,47.1,61.6,33.7,46.9,38.2,73.0,0.0,0,0.0,,0,0,20.6,9.1,174.5,1022.1,21.6,9.7,113.1,9.7,4,,2020-01-12T07:28:45,2020-01-12T17:50:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/13/2020,60.4,51.0,56.3,60.4,51.0,56.3,53.9,91.6,0.038,100,25.0,rain,0,0,11.2,4.1,82.9,1021.0,97.6,3.1,25.5,2.2,1,,2020-01-13T07:28:41,2020-01-13T17:51:12,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/14/2020,75.2,60.0,65.8,75.2,60.0,65.8,62.5,89.4,0.0,0,0.0,,0,0,16.3,9.2,156.5,1018.3,82.1,3.6,59.3,5.2,3,,2020-01-14T07:28:35,2020-01-14T17:52:03,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/15/2020,81.2,69.3,73.2,82.5,69.3,73.3,66.1,79.7,0.011,100,8.33,rain,0,0,28.0,13.7,175.6,1017.4,79.2,6.9,90.9,7.9,4,,2020-01-15T07:28:28,2020-01-15T17:52:54,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/16/2020,70.5,56.7,62.1,70.5,56.7,62.1,59.1,89.9,0.334,100,29.17,rain,0,0,20.8,14.4,15.7,1023.5,93.8,6.7,23.8,2.1,1,,2020-01-16T07:28:18,2020-01-16T17:53:45,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/17/2020,58.7,50.6,55.3,58.7,50.6,55.3,53.0,91.7,0.102,100,33.33,rain,0,0,26.6,5.1,329.8,1022.1,93.3,5.9,35.9,3.0,2,,2020-01-17T07:28:07,2020-01-17T17:54:37,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/18/2020,69.0,49.8,62.2,69.0,45.0,62.0,50.9,69.6,0.004,100,4.17,rain,0,0,27.9,14.9,2.8,1022.7,59.4,7.4,99.3,8.6,5,,2020-01-18T07:27:55,2020-01-18T17:55:29,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/19/2020,57.3,38.8,48.2,57.3,33.5,44.7,22.9,37.9,0.0,0,0.0,,0,0,29.8,15.5,20.3,1032.3,8.7,9.9,163.8,14.0,6,,2020-01-19T07:27:40,2020-01-19T17:56:22,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/20/2020,60.6,31.7,45.0,60.6,31.7,44.5,27.7,55.0,0.0,0,0.0,,0,0,13.2,8.1,25.3,1034.2,30.3,9.9,162.5,13.9,6,,2020-01-20T07:27:24,2020-01-20T17:57:14,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,AURT2,72254013904,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/21/2020,61.5,39.5,50.9,61.5,39.5,50.9,33.8,55.0,0.001,100,4.17,rain,0,0,27.4,15.3,147.1,1029.4,69.0,9.9,122.2,10.5,6,,2020-01-21T07:27:07,2020-01-21T17:58:07,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72054200166,72254413958,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/22/2020,58.2,47.3,53.1,58.2,42.7,51.9,50.5,90.9,0.883,100,83.33,rain,0,0,24.6,9.8,143.7,1017.0,94.4,4.7,17.4,1.4,1,,2020-01-22T07:26:48,2020-01-22T17:59:00,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/23/2020,66.1,45.8,55.3,66.1,45.8,54.9,47.7,77.6,0.034,100,4.17,rain,0,0,26.2,13.5,342.8,1015.6,34.1,8.1,152.4,13.0,6,,2020-01-23T07:26:27,2020-01-23T17:59:53,0.96,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72054200166,72254413958,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/24/2020,67.2,41.3,52.5,67.2,41.1,52.4,36.1,60.1,0.0,0,0.0,,0,0,14.1,6.0,345.4,1020.9,3.9,9.8,163.0,14.0,6,,2020-01-24T07:26:04,2020-01-24T18:00:46,0.0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/25/2020,66.3,40.5,54.5,66.3,40.5,54.5,45.2,71.9,0.018,100,12.5,rain,0,0,26.4,15.4,171.9,1018.6,49.1,9.2,75.2,6.5,3,,2020-01-25T07:25:40,2020-01-25T18:01:38,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/26/2020,77.5,52.6,63.4,77.5,52.6,63.4,51.1,69.3,0.011,100,4.17,rain,0,0,17.7,7.8,355.3,1015.2,29.3,7.5,168.7,14.5,6,,2020-01-26T07:25:15,2020-01-26T18:02:31,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/27/2020,68.9,45.3,55.5,68.9,45.3,55.5,49.4,81.4,0.0,0,0.0,,0,0,21.0,10.0,138.1,1015.2,33.6,8.2,123.7,10.7,6,,2020-01-27T07:24:48,2020-01-27T18:03:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/28/2020,72.2,50.6,58.3,72.2,50.6,58.3,47.5,70.7,0.273,100,20.83,rain,0,0,32.8,18.7,266.8,1012.8,54.6,7.7,143.1,12.4,6,,2020-01-28T07:24:19,2020-01-28T18:04:17,0.12,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/29/2020,61.7,44.3,51.6,61.7,40.5,49.6,37.4,59.4,0.0,0,0.0,,0,0,28.4,14.7,347.2,1017.7,4.3,9.9,177.3,15.6,7,,2020-01-29T07:23:49,2020-01-29T18:05:10,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/30/2020,49.2,43.7,46.7,48.4,39.0,43.6,39.5,76.1,0.007,100,4.17,rain,0,0,18.1,9.0,17.8,1019.7,94.9,9.6,43.5,3.7,2,,2020-01-30T07:23:17,2020-01-30T18:06:02,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",01/31/2020,61.5,43.7,50.6,61.5,43.0,49.5,37.8,63.6,0.0,0,0.0,,0,0,18.3,7.1,349.8,1021.7,52.4,9.9,149.7,12.9,7,,2020-01-31T07:22:44,2020-01-31T18:06:55,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/01/2020,73.2,39.1,53.6,73.2,35.4,52.4,32.8,52.2,0.0,0,0.0,,0,0,23.0,9.6,287.7,1024.3,8.7,9.9,181.2,15.6,7,,2020-02-01T07:22:09,2020-02-01T18:07:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
"3200 Jones Rd, Austin, TX 78745",02/02/2020,78.6,42.0,59.2,78.6,42.0,59.1,32.8,42.2,0.0,0,0.0,,0,0,27.7,17.3,201.9,1018.9,18.5,9.9,181.3,15.6,7,,2020-02-02T07:21:33,2020-02-02T18:08:39,0.29,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418",BURGER CENTER
